Time	Record	Normalized_X	Normalized_Y	X	Y
367600	367003	0.656476463403	0.440018902087	743	401
367600	367470	0.6812759412	0.460369710165	760	412
367600	367637	0.670350988742	0.578726511096	751	474
367600	367837	0.670115679904	0.649206495125	750	511
367600	368037	0.657825778138	0.687598542094	741	531
367600	368370	0.639459831718	0.707090736463	728	541
370269	368603	0.639459831718	0.707090736463	728	541
370269	369270	0.680772824731	0.599425755509	758	485
370269	369603	0.680512834387	0.584194373802	758	477
370269	370270	0.5091745411	0.405494498436	641	381
370269	370403	0.233091319594	0.410280553353	449	380
370269	370537	0.242863179722	0.392901343498	456	371
370269	370770	0.250279492177	0.406054584325	461	378
370269	371203	0.718235325591	0.43471278042	786	399
373473	371270	0.718235325591	0.43471278042	786	399
373473	372670	0.57158337915	0.438266831036	684	399
373473	373270	0.568935342339	0.451663977297	682	406
373473	373403	0.759882353468	0.59941327838	813	486
373473	373970	0.54325839713	0.379907255958	665	368
373473	374337	0.298026016567	0.338232605817	495	343
373473	374437	0.304069562428	0.355228535704	499	352
374040	374503	0.304069562428	0.355228535704	499	352
374040	374870	0.672267187885	0.353924256382	755	356
379545	375070	0.672267187885	0.353924256382	755	356
379545	378570	0.769272045366	0.475379552942	821	421
379545	378870	0.413819304778	0.464946703281	574	411
379545	378970	0.426791681198	0.466537033293	583	412
379545	379070	0.403917449478	0.474710222283	567	416
379545	379237	0.450998363434	0.536424675553	599	449
379545	379570	0.501409788855	0.624724359543	633	496
379545	380203	0.509069227435	0.483590173318	640	422
382849	381870	0.515015276916	0.494874335064	644	428
382849	382003	0.495333744201	0.605824506943	629	486
382849	382437	0.509669840282	0.350245896114	642	352
382849	382803	0.522504404244	0.428027978295	650	393
382849	383837	0.623822554268	0.549378743954	719	458
389255	383870	0.623822554268	0.549378743954	719	458
389255	388270	0.45873966382	0.568617143513	604	466
389255	388370	0.395558672024	0.406343222768	562	380
389255	388837	0.420415330121	0.514309319295	578	437
389255	389137	0.44380954253	0.53659889372	594	449
389255	389370	0.449495601667	0.532651673759	598	447
389255	389503	0.532820926568	0.52682289759	656	445
389255	389803	0.478429013822	0.373859528611	620	364
406272	405403	0.448495956369	0.389822626622	599	372
406272	405903	0.512780677482	0.279696224818	645	315
406272	406003	0.527418309634	0.29457917019	655	323
406272	406137	0.524672776445	0.302264548311	653	327
406272	406403	0.381123849916	0.319076370654	553	334
406272	406737	0.543331212002	0.299907658362	666	326
406272	406837	0.537937642003	0.320990182743	662	337
408408	407470	0.418027283655	0.542937847263	576	452
408408	407637	0.544021503943	0.256082592321	667	303
408408	408237	0.500913260025	0.342839267061	636	348
408408	408703	0.481857021665	0.406156527472	622	381
